0,地址,名称,维度,经度,类型
3644,水西门大街91号-2莫愁湖小学对面,喜旺贡栗店(水西门店),32.03303158410806,118.75889239979408,小学
3645,江东商业文化旅游中心区水西门大街291号万达金街西区3楼327室,弋果美语培训学校(水西门大街),32.0358232325185,118.73613266696712,小学
3646,麒麟街道麒东路777-20号东郊小镇小学附近,东郊小镇第三街区(西北2门),32.062789247829535,118.94430123124583,小学
3647,弘景大道3601号,南京晓庄学院方山校区(西门),31.895866366536907,118.89319525929177,小学
3648,格致路309号,江苏海事职业技术学院(西南门),31.919086699176642,118.89674511786401,小学
3649,梦都大街60号,金陵中学河西分校(西门),32.011951920726894,118.7332443003011,小学
3650,进香河路38号,东南大学四牌楼校区(西门),32.05797920257308,118.78581520455442,小学
3651,江浦街道西门公交站金盛田锦上9-120,袋鼠兜兜早教学校,32.05184810252708,118.61917614808038,小学
3652,仙林大学城文澜路28号,南京森林警察学院仙林校区-南京森林警察学院(西门),32.11090242286856,118.91034348127026,小学
3653,浦东路17栋401商铺,正宗水西门林家瘦型鸭子店,32.10814855057086,118.7146388525155,小学
3654,侯家桥13号(南京石鼓路小学西校区西行100米),张阿姨奶茶,32.040834504734505,118.76800246528347,小学
3655,水西门大街249号千峰彩翠大厦26层,江苏现代远程教育培训学院(水西门大街),32.036550019313005,118.74214479033304,小学
3656,凤凰街与凤凰西街交叉口东南200米,南京市芳草园小学凤凰校区(南),32.04480885868551,118.75585681556936,小学
3657,江东北路305滨江广场2幢16层,学大教育专修学校城西校区VIP课堂,32.06086077210743,118.73372051733429,小学
3658,金陵制造局南环路与金陵制造局西环路交叉口西南50米,兵工专门学校旧址,32.008641534430176,118.77920718949022,小学
3659,麒西路95号麒麟成人学校,友邻餐馆,32.05779886223994,118.91494495132368,小学
3660,龙园西路6号附近,时习之中小学辅导中心,32.05651521769532,118.73831791254243,小学
3661,麒麟街道麒西路68号南京工程高等职业学校食堂二楼,国泰餐饮(南京工程高等职业学校国贸餐厅),32.060221037312814,118.91653496728176,小学
3662,麒西路68号,南京工程高等职业学校,32.06042158171322,118.91596559621892,小学
3663,莫愁湖西路3号附近,江苏省好苏嫂职业培训学校,32.03674863433586,118.75146109481848,小学
3664,莫愁湖西路5号附近,江苏省妇女干部学校文瀚楼,32.03746677293565,118.75135900431344,小学
3665,莫愁湖西路5号,江苏省妇女干部学校,32.03717068941103,118.75128801519347,小学
3666,苏源大道79东南大学九龙湖校区,东南大学九龙湖校区博世和西门子家用电器集团(中国)研究生工作站,31.887895968687815,118.81051130377267,小学
3667,龙江西路58号龙江体育馆,空中少儿英语学校,32.05837292513226,118.73726212053406,小学
3668,龙园西路腾飞园22号,鼓楼区特殊教育学校,32.06394846631685,118.74004370794188,小学
3669,童卫路6号50幢附近,南京农业大学(小西门),32.03918917698987,118.83521947533094,小学
3670,龙园西路58号南京市龙江体育馆,南京市龙江体育运动学校,32.05831366189901,118.7381448050434,小学
3671,龙园西路58号龙江体育馆北侧黄河大厦3层,空中英语学校(龙江校区),32.05883462912828,118.73872356476654,小学
3672,龙园西路58号黄河大厦3层,巨石教育(龙江校区),32.05875895047944,118.7374650080253,小学
3673,龙西路10号,三江学院西门子自动化示范实验室,31.9619026684258,118.7455433607244,小学
3674,七里路南京工业大学-校史陈列室附近,天宝阁(西南门),32.08954059812575,118.63304485207544,小学
3675,妇女干部学校(莫愁湖公园),莫愁湖西路1号,32.03651055801655,118.75136609438306,小学
3676,点将台路40号南京农业大学浦口校区,南京农业大学浦口校区(西南门),32.130681493220834,118.69404038018459,小学
3677,莫愁湖西路5号附近,江苏省妇联干部学院,32.037244722663665,118.75135902484895,小学
3678,龙园西路58号,南京市龙江体育馆,32.05835266813672,118.73815379833684,小学
3679,东南大学路2号东南大学西门,东南大学九龙湖快递服务中心,31.888853542280827,118.80906024157231,小学
3680,江东中路一号名仕嘉园门面房2栋,淼晶昉芭蕾河西校区,32.039498934545634,118.73387041412752,小学
3681,朝天宫全季酒店(南京朝天宫店)西北,南京工艺装备制造厂教学大楼,32.03853401426409,118.76803771039889,小学
3682,佛城西路88-1号复地朗香别墅西门,佛城西路幼儿园,31.911220037242522,118.76426621491375,小学
3683,北京西路草场门桥79号,江苏第二师范学院教工公寓,32.057666766659956,118.74833662775083,小学
3684,内环西线与草场门大街交叉口西北200米,南京艺术学院-招生就业处,32.06400035807558,118.74967421723328,小学
3685,内环西线与汉中门大街交叉口东北200米,南京中医药大学国瑞堂,32.045777773375754,118.7612476502114,小学
3686,审计大学(莫愁校区)教工楼4幢,南京审计大学教工楼4幢,32.042916308385664,118.74636987657004,小学
3687,莫府东路55号旭日景城小区西门内,南京旭日景城幼儿园,32.11630244042186,118.77783345052099,小学
3688,中央门街道南瑞路79号大公馆西门,南京市第三幼儿园大公馆部,32.08839656403006,118.76355733359142,小学
3689,南京审计大学莫愁校区,南京审计大学教工楼6幢,32.04276629607164,118.74677790055215,小学
3690,湖南路街道北京西路4号,南京市鼓楼幼儿园(北京西路),32.0614410372711,118.77432019363708,小学
3691,园林西路125号(凤凰左岸北大门),米其儿国际早教(园林西路),32.35413782647804,118.83396705448942,小学
3692,太子山路209号,南京市六合区大厂实验幼儿园,32.21656695955749,118.75319889197436,小学
3693,丹阳湖北路17号(全民健身中心一楼西门),新爱婴早教中心(丹阳湖北路店),31.33281255294842,118.89004986994394,小学
3694,清凉门大街嫩江路20号花开四季小区西门,南京市鼓楼区花开四季幼儿园,32.04993088215898,118.74401731180916,小学
3695,进香河路35号(近东南大学西门),东南大学幼儿园,32.05835873493055,118.78541154641825,小学
3696,文苑路1号,南京师范大学仙林校区,32.10906659600286,118.9052201697086,小学
3697,同曦鸣城步行街池田路1号(艺术家园小区西门),曦日童心早教中心育儿园,31.94322338628387,118.81820035191534,小学
3698,堂子街39-49号,中共南京市委工交工委党校,32.039327655645586,118.76478181975597,小学
3699,莫愁湖西路7号(近莫愁湖地铁站),艺术幼儿园(莫愁湖西路),32.037843839945495,118.75127995109352,小学
3700,广州路264号,南京脑科医院(东南1门),32.05192537971271,118.76463453859427,医院
3701,工会西街,浦厂医院(东南门),32.12623979027603,118.68409187495395,医院
3702,,南京晨光医院(南大门),32.00822267549422,118.77769724582541,医院
3703,丁家桥79号附近,东南大学附属中大医院(东2门),32.07328517157867,118.77186834715741,医院
3704,中山东路305号东部战区总医院附近,东部战区总医院保障楼(东南门),32.04408308114767,118.80362916193098,医院
3705,太新路57号,太新医院(东南门),32.14449353228297,118.8327277198789,医院
3706,东泗路东50米,顾陇医院(西南门),31.372786126462472,119.08917057097466,医院
3707,中山东路305号,东部战区总医院儿科(西南门),32.0426162242729,118.80274656642626,医院
3708,广州路332号附近,江苏省人民医院感染病科门诊(西北门),32.04976560447653,118.7611422127582,医院
3709,中山路321号,南京大学医学院附属鼓楼医院门诊(南门),32.05654316392634,118.77814737622825,医院
3710,广州路302号附近,江苏省人民医院儿科(东南门),32.049850281557205,118.76221492734346,医院
3711,幕府西路118号,南京仁康医院(东南门),32.10285904683037,118.76116031206311,医院
3712,解放南路150号,南京解放路医院(东南门),32.0274099528923,118.80457756319122,医院
3713,中山东路305号,东部战区总医院急诊(西南门),32.04281305562772,118.80320244029758,医院
3714,,南京大学医学院附属鼓楼医院(8门),32.05881926332364,118.77691458603951,医院
3715,广州路300号,南京医科大学第一附属医院(1号门),32.050247965359816,118.76313154546845,医院
3716,中山路321号,南京大学医学院附属鼓楼医院急诊(东1门),32.0573497926913,118.77853380798184,医院
3717,黄埔路西100米,东部战区总医院办事楼(南门),32.04492519081341,118.80473026110803,医院
3718,河西大街71号,明基医院(东北门),31.991349417398496,118.72595537500439,医院
3719,汉中路282号,南京中医药大学附属医院(南门),32.04599616485601,118.76335910625438,医院
3720,固城镇花山医院附近,花山医院(南门),31.269079878223945,118.97124348448928,医院
3721,闽江路17号,南京油运医院(北门),32.053931849353575,118.73237991520438,医院
3722,管家桥61号,华侨路医院(东门),32.04620479189592,118.77721813366217,医院
3723,杨将军巷21号,玄武医院(东北门),32.048426321971526,118.78742962445085,医院
3724,峨嵋岭4号附近,江苏交通医院(东门),32.04585997466645,118.76456904703481,医院
3725,许家巷44号,秦淮医院(西南门),32.02268405651012,118.77686485480223,医院
3726,长乐路238号,南京建国医院(西北1门),32.01558399223529,118.7909574507323,医院
3727,公园新寓4幢,光华医院(南门),32.02960224638089,118.7985867978426,医院
3728,凤宾路111号,南钢医院(东门),32.205053891535,118.73907887951248,医院
3729,炼油新村,瑞东医院(西北门),32.15149377059074,118.92545129918344,医院
3730,迈化路进取村151-37号,万寿医院(东南门),32.127124268020175,118.83823259617766,医院
3731,上元大街与天印大道交叉口西50米,五洲医院(东南门),31.960305186601488,118.85299845097985,医院
3732,东山镇同夏路19号,博爱医院(西北门),31.959917256711446,118.85785543716605,医院
3733,双龙大道2186号,新城医院(东北门),31.91787075957143,118.82197065447626,医院
3734,引河路1号附近,下坝医院(南门),31.312025668088904,119.1079835974858,医院
3735,中山东路303附近,南京总医院勤务汽车队(西南门),32.04411293959848,118.80296585777938,医院
3736,黄埔路西150米,东部战区总医院北楼(南门),32.04441487539594,118.80404294707704,医院
3737,孝陵卫177号附近,南京市钟山医院(北1门),32.03753746658518,118.85333202765243,医院
3738,雨花西路113号,南京市雨花医院(西北门),32.00270981012548,118.76413168766327,医院
3739,御道街128号,南京邮政医院(东南门),32.02429182711577,118.81050384593411,医院
3740,戴家库,南京瑞龙医院(东门),32.150548696937946,118.93597957415912,医院
3741,双龙大道与同曦鸣城步行街交叉口西北50米,江宁友爱医院(东门),31.944201612860816,118.81605874129713,医院
3742,汉中路140号,南京医科大学眼科医院(南门),32.04463231915033,118.76912618260252,医院
3743,清凉门大街205号附近,南京公安消防医院(北门),32.04839788652948,118.731825762362,医院
3744,成贤街97号,东南大学医院(西门),32.05420005927659,118.7904961223762,医院
3745,广州路267附近,南京脑科医院门急诊部(西北门),32.05195374246082,118.76371782475528,医院
3746,广州路254号附近,南京脑科医院放射科(东南门),32.052249849069774,118.76377684215143,医院
3747,广州路300号附近,江苏省人民医院外科楼(东北门),32.05050108360762,118.76166348988524,医院
3748,仙鹤街100号,南京爱尔眼科医院(东南门),32.0266466808577,118.77072844923988,医院
3749,象房村路与象房西路交叉口东50米,南京紫金医院(西南门),32.02281140625913,118.80256302383334,医院
3750,雨花东路49号,南京男健医院(东南门),32.00634741568712,118.77696748865563,医院
3751,广州路72号,南京市儿童医院(南门),32.05238179675329,118.7740977709201,医院
3752,百子亭42号,江苏省肿瘤医院(西1门),32.06996254126154,118.78018786860865,医院
3753,兰园与荷包套交叉口东北角,南空机关医院(南门),32.05530783138769,118.79724193722261,医院
3754,东南路与两江路交叉口东北150米,南京鼓楼医院医技部(西门),32.05876856310412,118.77719094036458,医院
3755,广州路300号江苏省人民医院附近,江苏省人民医院7号楼(东北门),32.05148791994686,118.76102497749756,医院
3756,新模范马路3号,中大医院北院(北门),32.07930441769847,118.77478809462914,医院
3757,拉萨路18号,江苏省人民医院宿舍(东门),32.049405128938325,118.76506511724219,医院
3758,广州路215号,南京市胸科医院(西北门),32.05040362969092,118.76405522579115,医院
3759,广州路258号,江苏省人民医院宿舍(东南门),32.05279190502787,118.76509182602749,医院
3760,龙蟠中路46号,南京军区机关医院(西北门),32.05293019381545,118.80254723151705,医院
3761,广州路264号,南京脑科医院门诊部(东南门),32.05185295680998,118.76406009562295,医院
3762,清溪路4号,熊猫集团医院(西门),32.045920531032735,118.81797050038016,医院
3763,中央路30号,南京市口腔医院(西2门),32.06353286577382,118.77913403402498,医院
3764,西康路1号,河海大学医院(东北门),32.055223996748474,118.75230760344886,医院
3765,广州路300号附近,江苏省人民医院3号楼(南门),32.05095342222354,118.7620467089587,医院
3766,广州路98号附近,南京儿童医院康复楼(北门),32.052957587281945,118.77376933894595,医院
3767,江苏路65号,江苏省省级机关医院(3号门),32.068204757363524,118.7628606883334,医院
3768,广州路299号附近,江苏省人民医院8号楼(东南门),32.05216028427046,118.7613841501858,医院
3769,广州路362号附近,江苏省人民医院老年医学楼(西南门),32.05260932063681,118.7612780387414,医院
3770,广州路300号,江苏省人民医院核医学科(西南门),32.05032902615668,118.76319558501864,医院
3771,广州路39-9附近,南京儿童医院2号楼(西门),32.05239288940183,118.77418487102547,医院
3772,广州路39-9号附近,南京儿童医院1号楼(西门),32.05252393315115,118.7741988752189,医院
3773,广州路242附近,南京市儿童医院门诊部(南门),32.05234437792467,118.77369831412868,医院
3774,经济技术开发区吉印大道2007号,南京同仁医院(2号门),31.896786278384454,118.82203771130484,医院
3775,广州路300号附近,江苏省人民医院影响楼(西南门),32.051054914160446,118.76278021580887,医院
3776,安怀东路与燕亭路交叉口西南150米,紫金集团医院(西北门),32.10207769441393,118.79335963949846,医院
3777,虎踞关附近,江苏省人民医院左涤江放疗中心(东北门),32.0522808227243,118.76055360413879,医院
3778,凤凰西街140号,江苏省人民医院宿舍区(东南1门),32.04339540326539,118.74603182941141,医院
3779,淳中路高淳医院老大门口,高淳区淳溪镇通贤街献血屋,31.324943923611073,118.86495233721834,医院
3780,广州路300号附近,江苏省人民医院影响楼(西南门),32.051054914160446,118.76278021580887,医院
3781,东泗路东50米,顾陇医院(西南门),31.372786126462472,119.08917057097466,医院
3782,引河路1号附近,下坝医院(南门),31.312025668088904,119.1079835974858,医院
3783,固城镇花山医院附近,花山医院(南门),31.269079878223945,118.97124348448928,医院
3784,闽江路17号,南京油运医院(北门),32.053931849353575,118.73237991520438,医院
3785,象房村路与象房西路交叉口东50米,南京紫金医院(西南门),32.02281140625913,118.80256302383334,医院
3786,戴家库,南京瑞龙医院(东门),32.150548696937946,118.93597957415912,医院
3787,安怀东路与燕亭路交叉口西南150米,紫金集团医院(西北门),32.10207769441393,118.79335963949846,医院
3788,虎踞关附近,江苏省人民医院左涤江放疗中心(东北门),32.0522808227243,118.76055360413879,医院
3789,孝陵卫177号附近,南京市钟山医院(北1门),32.03753746658518,118.85333202765243,医院
3790,黄埔路西100米,东部战区总医院办事楼(南门),32.04492519081341,118.80473026110803,医院
3791,双龙大道与同曦鸣城步行街交叉口西北50米,江宁友爱医院(东门),31.944201612860816,118.81605874129713,医院
3792,凤凰西街140号,江苏省人民医院宿舍区(东南1门),32.04339540326539,118.74603182941141,医院
3793,雨花东路49号,南京男健医院(东南门),32.00634741568712,118.77696748865563,医院
3794,广州路291号附近,江苏省人民医院5号楼内科楼1(东南2门),32.05181156685537,118.76197157801872,医院
3795,黄埔路西150米,东部战区总医院北楼(南门),32.04441487539594,118.80404294707704,医院
3796,广州路362号附近,江苏省人民医院后勤综合楼(东北门),32.05262005393911,118.76082274297389,医院
3797,广州路300号,江苏省人民医院核医学科PET/CT室(东北门),32.0514249728516,118.76113805667296,医院
3798,黑龙江路30-1号1栋附近,南京长江医院集团办公楼(西南门),32.090574476670874,118.76687985068963,医院
3799,广州路312号附近,江苏省人民医院诊疗自助服务区(东南门),32.049948306641994,118.76221992175876,医院
3800,永庆村16号,江苏省人民医院南京医科大学第一附属医院(北门),32.04812091438803,118.76890965089869,医院
3801,钟阜路1-1号,南京市第二医院(东南1门),32.09063457821504,118.76433872579206,医院
3802,龙蟠中路221-2号,南京金城医院(东南门),32.037267296716095,118.79755817846993,医院
3803,龙蟠中路97号,南京邦德骨科医院(东门),32.049980002257385,118.80106463180327,医院
3804,广州路72号附近,南京市儿童医院住院部(南门),32.05292537538111,118.77453723382737,医院
3805,石门坎117号,南华骨科医院(南门),32.02179515458604,118.82016034804651,医院
3806,大桥南路29号,南京万厚中医医院(东南门),32.09370972479683,118.74960545463215,医院
3807,文体西街9号,华世佳宝妇产医院(西门),32.03146811091427,118.75385427755427,医院
3808,广州路72号附近,南京市儿童医院行政楼(南门),32.05312089736232,118.77403563073668,医院
3809,鼓山路169号,南京市江宁医院(西北2门),31.952755275064135,118.84251191976796,医院
3810,碑亭巷200号附近,玄武医院病房楼(南门),32.04848476954212,118.78702797998565,医院
3811,钞库街78号,南京中草医院(西北门),32.01983228871451,118.78179974184161,医院
3812,南驼路与双高路交叉口西南100米,高淳双塔医院(北门),31.33917563244423,118.91117787566532,医院
3813,雨花东路2号,南京玛丽妇产医院(北门),32.006397424740385,118.7751382357487,医院
3814,中山东路305号,东部战区总医院实验楼(南门),32.045587382770314,118.8053243826962,医院
3815,小行路188附近,南京小行医院(西北门),31.98651198171272,118.73940604248652,医院
3816,建宁路与驴子巷交叉口西南200米,南京建宁康复医院(东门),32.09266035330405,118.74178765845188,医院
3817,建宁路65号南京科大医院附近,南京科大医院(东北门),32.09507611618978,118.76226477867445,医院
3818,宁海路122号南京师范大学随园校区,南京师范大学随园校区医院(东门),32.05590396293459,118.7611256345353,医院
3819,汉口路22号,南京大学鼓楼校区南京大学医院(北门),32.05585154833234,118.77686379584891,医院
3820,中山路321号,南京鼓楼医院历史纪念馆(南门),32.05898061930296,118.77807405595527,医院
3821,仙林大道163号南京大学仙林校区南京大学仙林校区医院(九乡河东路)附近,南京大学医院(东南门),32.11757754528559,118.94816717899472,医院
3822,成贤街168附近,南京市中心医院(西2门),32.05785861151931,118.79099162253117,医院
3823,丁家桥87号,中大医院办公楼(东南门),32.074812625856175,118.77199634423175,医院
3824,浦园路18号,南京市浦口医院(西北1门),32.10687378247765,118.71419355289922,医院
3825,白下路242号,南京市红十字医院(东北1门),32.03028229160308,118.78676824410516,医院
3826,内环东线506附近,南京龙蟠结石医院(东南门),32.019550357586475,118.79386912626508,医院
3827,尧佳路64号,南京新港医院(西北门),32.12364302777882,118.881175226205,医院
3828,长乐路68号,南京市第一医院(东北门),32.02008511104396,118.77916107429937,医院
3829,闽江路169号附近,南京油运医院办公区(东门),32.0537340073535,118.73196718186755,医院
3830,中轴路,南京花旗医院(西门),32.176845228471336,118.66736284352427,医院
3831,蒋王庙街14-2号,中国医学科学院皮肤病医院研究所住宅区(东北门),32.08415364475334,118.82315602376691,医院
3832,中山北路与鼓楼二条巷交叉口西南100米,南京大学医学院附属鼓楼医院北院门诊部(东门),32.06529770990467,118.77317051922326,医院
3833,中山东路303附近,东部战区总医院比较医学科(西南门),32.04414131741664,118.80260114279606,医院
3834,中山路321号,南京鼓楼医院1号楼(东门),32.05917033601475,118.77779167254165,医院
3835,北京西路与鼓楼公园交叉口南150米,南京鼓楼医院2号楼(东门),32.05969110661462,118.77749023694237,医院
3836,马路街32号,东部战区空军医院家属院(西北门),32.03182319160297,118.79388803270166,医院
3837,中山路321-8号附近,南京鼓楼医院4号楼(南门),32.059433931878175,118.77825725299996,医院
3838,中山路321号,南京鼓楼医院3号楼(南门),32.059784710330234,118.77799888410793,医院
3839,板桥大道9,南京市雨花医院(东南门),31.91889425257348,118.66056748180193,医院
3840,百子亭42号,江苏省肿瘤医院急诊(北门),32.070307902688214,118.78042215920779,医院
3841,平顶山路21号,南京扬子医院(东北门),32.241653820533635,118.76725516748407,医院
3842,新模范马路46号,康贝佳口腔医院(南门),32.07964429924681,118.76706202347907,医院
3843,珠江路744号附近,东部战区总医院幼儿园(东门),32.04744346841225,118.80456570375519,医院
3844,姜家园121号,南京医科大学第二附属医院(西北门),32.08316777448333,118.73934612089612,医院
3845,保东路6号附近,南京儿童医院住院部(西北门),31.985417988605807,118.70099702849272,医院
3846,盘城新街106号,浦口区惠民医院(东北门),32.20939714849425,118.71273000699439,医院
3847,镇兴路73号,高淳博爱医院(南门),31.331147061759776,118.86784545889887,医院
3848,百子亭42号,江苏省肿瘤医院门诊部(南门),32.070118876245495,118.7804341932554,医院
3849,杨公井三十四标34号,中国人民解放军第八一医院(西南门),32.035992850937866,118.7897415354415,医院
3850,五福巷与马路街交叉口西50米,东部战区空军医院急诊(西南门),32.0306734795299,118.7929534968079,医院
3851,冰泉路与油新线交叉口西南100米,上海梅山医院分院(东南门),31.948894514156347,118.70241295261765,医院
3852,大东门街119号附近,溧水中山医院(东北门),31.653259862991497,119.02155184158951,医院
3853,龙蟠中路500号,南京马应龙中医医院(东南1门),32.020149754928795,118.79403536535261,医院
3854,卫岗1号,南京农业大学医院(西南门),32.035538743771546,118.84217575815721,医院
3855,友谊街与江东南路交叉口东北200米,南京儿童医院河西分院(1号门),31.983812921296476,118.70284900565765,医院
3856,孝陵卫街200号南京理工大学551幢,南京理工大学医院(南门),32.032886352883516,118.84641209118494,医院
3857,中山东路305,中国人民解放军东部战区总医院(南3门),32.04240260731472,118.80241594139359,医院
3858,丁家桥89-4号,中大医院儿童发育与行为中心(东门),32.07600804615469,118.77216341509134,医院
3859,栖霞街道栖霞镇栖化新村东大门,瑞龙医院口腔门诊,32.1480911805969,118.93602270688243,医院
3860,百子亭42号,江苏省肿瘤医院药剂楼(西门),32.06995794318211,118.78132445023395,医院
3861,百子亭42号,江苏省肿瘤医院医技楼(西门),32.07024250653083,118.78092386184416,医院
3862,龙眠大道东50米,南京医科大学附属逸夫医院(西南门),31.933255369331384,118.88834493900916,医院
3863,博爱西路与陵园路交叉口北200米,江苏省钟山康复医院(西南门),32.04996654944704,118.83964144820966,医院
3864,,南京医科大学第二附属医院南区(东北门),32.084666120597106,118.75114658745677,医院
3865,建宁路200号,上海长征医院南京分院(东南门),32.0940814414527,118.74446518817162,医院
3866,苜蓿园东街1号,二十八所职工医院(北门),32.03793737586468,118.83113010646183,医院
3867,古檀大道与团固线交叉口西50米,南京市高淳人民医院(东北2门),31.36605450119169,118.93624476895567,医院
3868,中山北路262号,南京医科大学第二附属医院萨家湾院区(西南门),32.08522923510557,118.75112353011865,医院
3869,长乐路400附近,南京市第一医院门诊(东北门),32.01985686484916,118.77983400274175,医院
3870,珞珈路30号附近,江苏省省级机关医院1号楼(西南门),32.067639375484276,118.76246245621567,医院
3871,迎江路36号大桥四处职工医院附近,大桥四处职工医院(东南门),32.116614587637905,118.7279951148387,医院
3872,长乐路41号,南京市中草医医院(西南门),32.019551038506265,118.78165255843003,医院
3873,江宁开发区顺泰街,南京市江宁医院开发区分院(东南1门),31.93332071322684,118.79711788845538,医院
3874,百子亭42号,江苏省肿瘤医院住院部二号楼(北门),32.07068062424087,118.78094184656074,医院
3875,温泉路5号,东部战区总医院汤山分院(东门),32.053915299807386,119.0580187087141,医院
3876,江苏路65号附近,江苏省省级机关医院2号楼(东南门),32.06811669555196,118.76279564958364,医院
3877,尧佳路8号,南京烷基苯医院(西北门),32.11665864186741,118.86953723463446,医院
3878,国会大道与迎宾路交叉口东200米,江苏省钟山康复医院综合楼(西北门),32.052626844429234,118.84060511981801,医院
3879,胜利西路36号,南京应天骨科医院(南门),31.94850520112705,118.79836380942923,医院
3880,苜蓿园大街36号南京东南眼科医院内,南京东南眼科医院(西1门),32.038281982317706,118.82658850264987,医院
3881,百子亭42号,江苏省肿瘤医院干部病房楼(南门),32.0701118291327,118.78120626965361,医院
3882,百子亭42号,江苏省肿瘤医院PET-CT中心(东门),32.07022017463422,118.78146362257662,医院
3883,中山东路305号东部战区总医院附近,东部战区总医院南楼CTM-R(南门),32.044131630249225,118.80393876744364,医院
3884,上河街166号,南京市浦口区中心医院门诊(东北门),32.05189087975856,118.63272779448087,医院
3885,长乐路402附近,南京市第一医院急诊(西南门),32.019651595894636,118.77880964640534,医院
3886,昆仑路8号附近,江苏省肿瘤医院腔内放射治疗室(西门),32.07055149352096,118.78165987021576,医院
3887,百子亭42号,江苏省肿瘤医院住院部一号楼(南门),32.0708648508535,118.78109203980998,医院
3888,福建路2-4号附近,南京市第二医院急诊(东南门),32.09034010580759,118.76375029941373,医院
3889,和燕路290号,南京市栖霞区迈皋桥医院(西门),32.10444613784616,118.80248337605019,医院
3890,乐山路与楠溪江西街交叉口东南150米,南京擎安医院(东北门),32.00445239990229,118.71059797147596,医院
3891,珠江路与黄埔路交叉口西南200米,东部战区总医院营房科分房办公室(东南门),32.04665528990522,118.80456477416992,医院
3892,鼓山路222,南京市江宁医院住宅区(西北门),31.954094829675057,118.84558668315088,医院
3893,西柿路与邱村街交叉口东北150米,江苏省公安边防总队医院(西南1门),31.941709115009548,118.68511267449615,医院
3894,人民医院南大门泰山路56号,天赐水果(泰山路店),32.34389202351673,118.8401445695567,医院
3895,西柿路与邱村街交叉口北150米,江苏省公安边防总队医院(西南2门),31.941781687067266,118.684802316187,医院
3896,卡子门大街8号,南京中天皮肤病医院(东1门),31.992396022812727,118.79121201141942,医院
3897,华电路129号附近,南京新颐和康复医院(西南门),32.10580557081206,118.8082557692227,医院
3898,红山路220-270号附近,江苏省中西医结合医院(西北门),32.10124508570957,118.80456175828095,医院
3899,长乐路68号,南京市第一医院专家门诊(西北门),32.02042718884435,118.77830991699078,医院
3900,胜利西路36号附近,应天医院行政楼(南门),31.948848965869086,118.79817342291366,医院
3901,,高淳漕塘医院(南门),31.255594429587585,118.99488856199459,医院
3902,燕山路139号,南京市第一医院河西院区(西北门),32.02326247458882,118.72785486649288,医院
3903,御道街29号,南京航空航天大学医院(东南门),32.03471226944994,118.81272750177574,医院
3904,旭光路与旭光里交叉口北50米,国营第五二八厂职工医院(西1门),32.012661392672086,118.79615185401047,医院
3905,马路街1号5室,东部战区空军医院生物诊疗科(东南门),32.03226113481118,118.79378781542115,医院
3906,姜家园121号,南京医科大学第二附属医院档案室(西门),32.082734471610685,118.74038988000453,医院
3907,云锦路与松花江东街交叉口西北100米,江苏省口腔医院南苑门诊部(西南门),32.01257253083288,118.73224681872479,医院
3908,健民路211号中大医院(江北院区)附近,东南大学附属中大医院江北院区住院部(东南门),32.222821676449506,118.74247644537056,医院
3909,体育公园路与珍珠南路交叉口南150米,南京市溧水区人民医院(西门),31.633319287958958,119.0272114277489,医院
3910,雪松路与香樟路交叉口南200米,东部战区总医院汤山分院(南门),32.051113326477875,119.05393409070017,医院
3911,黄埔路西100米,东部战区总医院肾脏病生物样本库(西北门),32.045685015363254,118.80510293243016,医院
3912,永阳镇崇文路86号,南京市溧水区人民医院(南1门),31.631915978116197,119.02964898318001,医院
3913,爱陵路16号,南京江宁荣平医院(东门),31.849509072740204,118.83084761197857,医院
3914,钟阜路1-1号,南京市第二医院保健科(南门),32.091269802695805,118.7630106631795,医院
3915,杨公井三十四标34号,中国人民解放军第八一医院5号楼(西北门),32.03714262855596,118.78872375295964,医院
3916,吉印大道2007号,南京同仁医院急诊(东北门),31.898424710082818,118.82261178176164,医院
3917,中山北路262号,南京医科大学第二附属医院东院(西南1门),32.08503726985359,118.75145062347518,医院
3918,小行路35号,南京市小行医院(西门),31.986302743700328,118.74034680883273,医院
3919,三十四标与常府街交叉口东100米,中国人民解放军第八一医院门诊部(西南门),32.036544273352305,118.78857155972325,医院
3920,法青路附近,东部战区总医院汤山分院(东南门),32.050924205579925,119.05516657462206,医院
3921,建宁路198,第二军医大学上海长征医院南京分院肝病中心(东南门),32.094123440553496,118.74510315005251,医院
3922,白下路242号,南京市红十字医院检验科(东门),32.02986375213792,118.78716491061591,医院
3923,建宁路200号中国人民解放军第二军医大学长征医院南京分院,中国人民解放军第二军医大学长征医院南京分院住院部(南门),32.094491546350895,118.7439461911872,医院
3924,姜家园121号,南京医科大学第二附属医院2号楼(南门),32.08289953942071,118.74021390875282,医院
3925,建宁路198号6附近,中国人民解放军第二军医大学长征医院南京分院门诊部(东北门),32.094904609969895,118.7445981032639,医院
3926,上河街166号,南京市浦口区中心医院(东北2门),32.052083345336634,118.63312012202456,医院
3927,金盛路299号,江宁医院天地新城分院(南门),31.9709213226935,118.82117814672381,医院
3928,杨公井三十四标34号,中国人民解放军第八一医院1号楼(西南门),32.0365074673456,118.78871179183993,医院
3929,杨公井三十四标34号,中国人民解放军第八一医院2号楼(西南门),32.03642141833717,118.7893798969918,医院
3930,长乐路68号,南京市第一医院8号楼(东北门),32.01864759028238,118.7789999917175,医院
3931,马路街1号,东部战区空军医院病案室(西南门),32.03211510906811,118.79314870547906,医院
